Column1,ProceedingsTitle,Proceedings,Vol_Number,Year,persistent_url
41988,"Proceedings of the First International Workshop on Ambient Intelligence for Large Premises (AmILP 2016) co-located with the European Conference on Artificial Intelligence (ECAI 2016), The Hague, the Netherlands, August 28, 2016.",CEUR Workshop Proceedings,1778,2017,https://dblp.org/db/conf/ecai/amilp2016.html
42015,"Proceedings of the 15th International Workshop on Treebanks and Linguistic Theories (TLT15), Bloomington, IN, USA, January 20-21, 2017.",CEUR Workshop Proceedings,1779,2017,https://dblp.org/db/conf/tlt/tlt2017.html
42042,"Proceedings of the Second International Workshop on Educational Knowledge Management co-located with 20th International Conference on Knowledge Engineering and Knowledge Management (EKAW 2016), Bologna, Italy, November 19-23, 2016.",CEUR Workshop Proceedings,1780,2017,https://dblp.org/db/conf/ekaw/ekm2016.html
42069,"Tagungsband des 23. Workshops ""Umweltinformationssysteme 2016 - Umweltbeobachtung: Nah und Fern"" (UIS 2016) des Arbeitskreises ""Umweltinformationssysteme"" der Fachgruppe ""Informatik im Umweltschutz"" der Gesellschaft für Informatik (GI), Leipzig, Deutschland, 1.-2. Juni 2016.",CEUR Workshop Proceedings,1781,2017,https://dblp.org/db/conf/uis/uis2016.html
42096,"Proceedings of the 34th Workshop of the UK Planning and Scheduling Special Interest Group, PlanSIG 2016, Huddersfield, UK, December 15-16, 2016.",CEUR Workshop Proceedings,1782,2017,https://dblp.org/db/conf/plansig/plansig2016.html
42123,"Joint Proceedings of the 3rd Stream Reasoning (SR 2016) and the 1st Semantic Web Technologies for the Internet of Things (SWIT 2016) workshops co-located with 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 17th - to - 18th, 2016.",CEUR Workshop Proceedings,1783,2017,https://dblp.org/db/conf/semweb/srswit2016.html
42174,"Joint Proceedings of the FM4M, MathUI, and ThEdu Workshops, Doctoral Program, and Work in Progress at the Conference on Intelligent Computer Mathematics 2016 co-located with the 9th Conference on Intelligent Computer Mathematics (CICM 2016), Bialystok, Poland, July 25-29, 2016.",CEUR Workshop Proceedings,1785,2017,https://dblp.org/db/conf/cikm/fm4m2016.html
42201,"Proceedings of the Workshop on Corpora in the Digital Humanities (CDH 2017), Bloomington, IN, USA, January 19, 2017.",CEUR Workshop Proceedings,1786,2017,https://dblp.org/db/conf/tlt/cdh2017.html
42252,"Proceedings of the Eleventh Conference on Semantic Technology for Intelligence, Defense, and Security, STIDS 2016, Fairfax, VA, USA, November 14-17, 2016.",CEUR Workshop Proceedings,1788,2017,https://dblp.org/db/conf/stids/stids2016.html
42279,"Proceedings of the BPM Demo Track 2016 Co-located with the 14th International Conference on Business Process Management (BPM 2016), Rio de Janeiro, Brazil, September 21, 2016.",CEUR Workshop Proceedings,1789,2017,https://dblp.org/db/conf/bpm/bpmd2016.html
42306,"Tagungsband des 15. Workshops ""Software Engineering im Unterricht der Hochschulen"" 2017, Hannover, Deutschland, 22. - 23. Februar 2017.",CEUR Workshop Proceedings,1790,2017,https://dblp.org/db/conf/seuh/seuh2017.html
42333,"Post-proceedings of the 9th Seminar on Advanced Techniques and Tools for Software Evolution, Bergen, Norway, July 11-13, 2016.",CEUR Workshop Proceedings,1791,2017,https://dblp.org/db/conf/sattose/sattose2016.html
42360,"Proceedings of the UAI 2016 Workshop on Causation: Foundation to Application co-located with the 32nd Conference on Uncertainty in Artificial Intelligence (UAI 2016), Jersey City, USA, June 29, 2016.",CEUR Workshop Proceedings,1792,2017,https://dblp.org/db/conf/uai/cfa2016.html
42387,"Proceedings of the 1st International Workshop on Science, Application and Methods in Industry 4.0 co-located with (i-KNOW 2016), Graz, Austria, October 19, 2016.",CEUR Workshop Proceedings,1793,2017,https://dblp.org/db/conf/iknow/sami2016.html
42414,"Proceedings of the Workshop on Affective Computing and Context Awareness in Ambient Intelligence (AfCAI 2016), Murcia, Spain, November 24-25, 2016.",CEUR Workshop Proceedings,1794,2017,https://dblp.org/db/conf/afcai/afcai2016.html
42441,"Proceedings of the 9th International Conference Semantic Web Applications and Tools for Life Sciences, Amsterdam, The Netherlands, December 5-8, 2016.",CEUR Workshop Proceedings,1795,2017,https://dblp.org/db/conf/swat4ls/swat4ls2016.html
42468,"Joint Proceedings of REFSQ-2017 Workshops, Doctoral Symposium, Research Method Track, and Poster Track co-located with the 22nd International Conference on Requirements Engineering: Foundation for Software Quality (REFSQ 2017), Essen, Germany, February 27, 2017.",CEUR Workshop Proceedings,1796,2017,https://dblp.org/db/conf/refsq/refsq2017w.html
42495,"Proceedings of the 2nd International Workshop on Semantic Web 2016 co-located with 14th International Congress on Information (INFO 2016), Havana, Cuba, November 03, 2016.",CEUR Workshop Proceedings,1797,2017,https://dblp.org/db/conf/iwsw/iwsw2016.html
42522,"Proceedings of the Second Workshop on Supporting Complex Search Tasks co-located with the ACM SIGIR Conference on Human Information Interaction &amp; Retrieval (CHIIR 2017), Oslo, Norway, March 11, 2017.",CEUR Workshop Proceedings,1798,2017,https://dblp.org/db/conf/chiir/scst2017.html
42549,"Proceedings of the 1st Workshop on Detection, Representation and Management of Concept Drift in Linked Open Data co-located with the 20th International Conference on Knowledge Engineering and Knowledge Management (EKAW 2016), Bologna, Italy, November, 2016.",CEUR Workshop Proceedings,1799,2017,https://dblp.org/db/conf/ekaw/drift2016.html
42576,"Proceedings of the 11th Workshop on Workflows in Support of Large-Scale Science co-located with The International Conference for High Performance Computing, Networking, Storage and Analysis (SC 2016), Salt Lake City, Utah, USA, November 14, 2016.",CEUR Workshop Proceedings,1800,2017,https://dblp.org/db/conf/sc/works2016.html
42603,"Proceedings of the 1st International Workshop on Multimodal Media Data Analytics co-located with the 22nd European Conference on Artificial Intelligence, MMDA@ECAI 2016, The Hague, Netherlands, August 30, 2016.",CEUR Workshop Proceedings,1801,2017,https://dblp.org/db/conf/ecai/mmda2016.html
42630,"Proceedings of the AI*IA Workshop on Deep Understanding and Reasoning: A Challenge for Next-generation Intelligent Agents 2016 co-located with 15th International Conference of the Italian Association for Artificial Intelligence (AIxIA 2016), Genova, Italy, November 28th, 2016.",CEUR Workshop Proceedings,1802,2017,https://dblp.org/db/conf/aiia/urania2016.html
42657,"Proceedings of the Artificial Intelligence for Ambient Assisted Living 2016 co-located with 15th International Conference of the Italian Association for Artificial Intelligence (AIxIA 2016), Genova, Italy, November 28th, 2016.",CEUR Workshop Proceedings,1803,2017,https://dblp.org/db/conf/aiia/aiaal2016.html
42684,"Proceedings of the 1st Workshop on Satisfiability Checking and Symbolic Computation co-located with 18th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC 2016), Timisoara, Romania, September 24, 2016.",CEUR Workshop Proceedings,1804,2017,https://dblp.org/db/conf/synasc/sc2016.html
42711,"Proceedings of the Second International Workshop on Human Factors in Modeling co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint Malo, France, October 4, 2016.",CEUR Workshop Proceedings,1805,2016,https://dblp.org/db/conf/models/hufamo2016.html
42738,"Proceedings of the 2nd Workshop on Continuous Software Engineering co-located with Software Engineering (SE 2017), Hannover, Germany, February 20, 2017.",CEUR Workshop Proceedings,1806,2017,https://dblp.org/db/conf/se/cse2017.html
42765,"Proceedings of the 4th International Semantic Web and Linked Open Data workshop co-located with 15th Ibero-American Conference on AI (IBERAMIA 2016), San José, Costa Rica, November 23-25, 2016.",CEUR Workshop Proceedings,1807,2017,https://dblp.org/db/conf/iberamia/iswlod2016.html
42792,"Proceedings of the International Workshop on Software Ecosystems co-located with 10th International Conference on Information Systemss, IWSECO@ICIS 2016, Dublin, Ireland, December 10th, 2016.",CEUR Workshop Proceedings,1808,2016,https://dblp.org/db/conf/icis/iwseco2016.html
42819,Workshop on Linked Data on the Web co-located with 26th International World Wide Web Conference (WWW 2017).,CEUR Workshop Proceedings,1809,2017,https://dblp.org/db/conf/www/ldow2017.html
42846,"Proceedings of the Workshops of the EDBT/ICDT 2017 Joint Conference (EDBT/ICDT 2017), Venice, Italy, March 21-24, 2017.",CEUR Workshop Proceedings,1810,2017,https://dblp.org/db/conf/edbt/edbtw2017.html
42873,"Proceedings of the 1st Chinese Conference on Logic and Argumentation (CLAR 2016), Hangzhou, China, April 2-3, 2016.",CEUR Workshop Proceedings,1811,2017,https://dblp.org/db/conf/clar/clar2016.html
42924,"Selected Papers of the XVI International Scientific and Practical Conference ""Information Technologies and Security"" (ITS 2016), Kyiv, Ukraine, December 1, 2016.",CEUR Workshop Proceedings,1813,2017,https://dblp.org/db/conf/its2/its2016.html
42975,"Workshops Proceedings for the Twenty-fourth International Conference on Case-Based Reasoning (ICCBR 2016), Atlanta, Georgia, USA, October 31 - November 2, 2016.",CEUR Workshop Proceedings,1815,2017,https://dblp.org/db/conf/iccbr/iccbr2016w.html
43002,"Proceedings of the First Italian Conference on Cybersecurity (ITASEC17), Venice, Italy, January 17-20, 2017.",CEUR Workshop Proceedings,1816,2017,https://dblp.org/db/conf/itasec/itasec2017.html
43029,"Short Paper Proceedings of the Workshop on Empowering Cities for Sustainable Wellbeing (ECSW 2016) Adjunct to the 11th International Conference on Persuasive Technology (PERSUASIVE 2016), Salzburg, Austria, April 5, 2016.",CEUR Workshop Proceedings,1817,2017,https://dblp.org/db/conf/persuasive/ecsw2016.html
43080,"Joint Proceedings of the 3rd Modelling Symposium (ModSym), Developmental Aspects of Intelligent Adaptive Systems (DIAS), and Educational Data Mining Practices in Indian Academia (EDUDM) co-located with 10th Innovations in Software Engineering (ISEC 2017), Jaipur, India, February 5, 2017.",CEUR Workshop Proceedings,1819,2017,https://dblp.org/db/conf/indiaSE/dias2017.html
43107,"Post-proceedings of the 8th Seminar on Advanced Techniques and Tools for Software Evolution, Mons, Belgium, July 6-8, 2015.",CEUR Workshop Proceedings,1820,2017,https://dblp.org/db/conf/sattose/sattose2015.html
43134,"Tagungsband der 9. Konferenz Professionelles Wissensmanagement (Professional Knowledge Management), Karlsruhe, Germany, April 5-7, 2017.",CEUR Workshop Proceedings,1821,2017,https://dblp.org/db/conf/wm/wm2017.html
43161,"Proceedings of the Fifth International Workshop on Behavior Change Support Systems co-located with the 12th International Conference on Persuasive Technology, PERSUASIVE 2017, Amsterdam, The Netherlands, April 3-6, 2017.",CEUR Workshop Proceedings,1822,2017,https://dblp.org/db/conf/persuasive/bcss2017.html
43188,"Proceedings of the Fifth Workshop on Bibliometric-enhanced Information Retrieval (BIR) co-located with the 39th European Conference on Information Retrieval (ECIR 2017), Aberdeen, UK, April 9th, 2017.",CEUR Workshop Proceedings,1823,2017,https://dblp.org/db/conf/ecir/bir2017.html
43215,"Joint proceedings of the 3rd Workshop on Managing the Evolution and Preservation of the Data Web (MEPDaW 2017) and the 4th Workshop on Linked Data Quality (LDQ 2017) co-located with 14th European Semantic Web Conference (ESWC 2017), Portorož, Slovenia, May 28th-29th, 2017.",CEUR Workshop Proceedings,1824,2017,https://dblp.org/db/conf/esws/mepdaw2017.html
43266,"Proceedings of the 9th Central European Workshop on Services and their Composition (ZEUS 2017), Lugano, Switzerland, February 13-14, 2017.",CEUR Workshop Proceedings,1826,2017,https://dblp.org/db/conf/zeus/zeus2017.html
43293,"Proceedings of the 6th International Workshop on Bidirectional Transformations co-located with The European Joint Conferences on Theory and Practice of Software, BX@ETAPS 2017, Uppsala, Sweden, April 29, 2017.",CEUR Workshop Proceedings,1827,2017,https://dblp.org/db/conf/etaps/bx2017.html
43320,"Joint Proceedings of the Sixth Multimodal Learning Analytics (MMLA) Workshop and the Second Cross-LAK Workshop co-located with 7th International Learning Analytics and Knowledge Conference (LAK 2017), Vancouver, Canada, March 14, 2017.",CEUR Workshop Proceedings,1828,2017,https://dblp.org/db/conf/lak/mmla2017.html
43347,"Proceedings of the 10th International i* Workshop co-located with the 29th International Conference on Advanced Information Systems Engineering (CAiSE 2017), Essen, Germany, June 12-13, 2017.",CEUR Workshop Proceedings,1829,2017,https://dblp.org/db/conf/istar/istar2017.html
43398,"Proceedings of the First Workshop on Data Science for Social Good co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Dicovery in Databases, SoGood@ECML-PKDD 2016, Riva del Garda, Italy, September 19, 2016.",CEUR Workshop Proceedings,1831,2017,https://dblp.org/db/conf/pkdd/sogood2016.html
43425,"Proceedings of the First International Workshop on Exploitation of Social Media for Emergency Relief and Preparedness co-located with European Conference on Information Retrieval, SMERP@ECIR 2017, Aberdeen, UK, April 9, 2017.",CEUR Workshop Proceedings,1832,2017,https://dblp.org/db/conf/ecir/smerp2017.html
43452,"Proceedings of the Second International Workshop on Personalization in Persuasive Technology co-located with the 12th International Conference on Persuasive Technology, PPT@PERSUASIVE 2017, Amsterdam, The Netherlands, April 4, 2017.",CEUR Workshop Proceedings,1833,2017,https://dblp.org/db/conf/persuasive/ppt2017.html
43479,"Proceedings of the 3rd Italian Workshop on Artificial Intelligence and Robotics - A workshop of the XV International Conference of the Italian Association for Artificial Intelligence, AIRO@AI*IA 2016, Genova, Italy, November 28, 2016.",CEUR Workshop Proceedings,1834,2017,https://dblp.org/db/conf/aiia/airo2016.html
