Column1,fromLine,toLine,valid,url,acronym,title,loctime,tdtitle,volname,editors,submittedBy,published,year,pubDate,number,urn,archive,desc,h1,volume_number,ceurpubdate,voltitle,homepage,h3,colocated,vol_number
762,67093,67116,1,http://ceur-ws.org/Vol-763/,EuroHCIR2011,Proceedings of the 1st European Workshop on Human-Computer Interaction and Information Retrieval,"Newcastle, UK, July 4th, 2011","Proceedings of the 1st European Workshop on Human-Computer Interaction and Information Retrieval (EuroHCIR2011), Newcastle, UK, July 4, 2011.",Human-Computer Interaction and Information Retrieval 2011,"Max L. Wilson, Tony Russell-Rose, Birger Larson, James Kalbach",Max L. Wilson,2011/8/4,2011,2011/8/4 0:00,763,urn:nbn:de:0074-763-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-763.zip,?,EuroHCIR2011 European Workshop on Human-Computer Interaction and Information Retrieval,Vol-763,4-Aug-11,European Workshop on Human-Computer Interaction and Information Retrieval,http://www.fitlab.eu/euroHCIR2011,Proceedings of the 1st European Workshop on Human-Computer Interaction and Information Retrieval,,
763,67065,67090,1,http://ceur-ws.org/Vol-764/,NeSy'11,Proceedings of the Seventh International Workshop on Neural-Symbolic Learning and Reasoning,"Barcelona, Spain, July 17, 2011","Proceedings of the 7th International Workshop on Neural-Symbolic Learning and Reasoning (NeSy'11), Barcelona, Spain, July 17, 2011.",Neural-Symbolic Learning and Reasoning 2011,"Artur d'Avila Garcez, Pascal Hitzler, Luis Lamb",Pascal Hitzler,2011/8/4,2011,2011/8/4 0:00,764,urn:nbn:de:0074-764-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-764.zip,?,NeSy'11 Neural-Symbolic Learning and Reasoning 2011,Vol-764,4-Aug-11,Neural-Symbolic Learning and Reasoning 2011,http://www.neural-symbolic.org/NeSy11/,Proceedings of the Seventh International Workshop on Neural-Symbolic Learning and Reasoning,,
764,67039,67062,1,http://ceur-ws.org/Vol-765/,LEMEDS'11,Proceedings of the Workshop on Learning from Medical Data Streams,"Bled, Slovenia, July 6, 2011","Proceedings of the Workshop on Learning from Medical Data Streams (LEMEDS'11), Bled, Slovenia, July 6, 2011.",Learning from Medical Data Streams 2011,"Pedro Pereira Rodrigues, Mykola Pechenizkiy, Mohamed Medhat Gaber, João Gama",Pedro Pereira Rodrigues,2011/11/2,2011,2011/11/2 0:00,765,urn:nbn:de:0074-765-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-765.zip,?,LEMEDS'11 Learning from Medical Data Streams 2011,Vol-765,2-Nov-11,Learning from Medical Data Streams 2011,http://users.med.up.pt/pprodrigues/lmds11/,Proceedings of the Workshop on Learning from Medical Data Streams,,
765,67012,67036,1,http://ceur-ws.org/Vol-766/,iStar 2011,Proceedings of the 5th International i* Workshop 2011,"Trento, Italy, August 28-29, 2011","Proceedings of the 5th International i* Workshop (iStar 2011), Trento, Italy, August 28-29, 2011.",iStar 2011,"Jaelson Castro, Xavier Franch, John Mylopoulos, Eric Yu",Xavier Franch,2011/8/19,2011,2011/8/19 0:00,766,urn:nbn:de:0074-766-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-766.zip,?,iStar 2011 5th International i* Workshop,Vol-766,19-Aug-11,5th International i* Workshop,http://www.cin.ufpe.br/~istar11/,Proceedings of the 5th International i* Workshop 2011,,
766,66986,67009,1,http://ceur-ws.org/Vol-767/,MathWikis-2011,Proceedings of the ITP 2011 Workshop on Mathematical Wikis,"Nijmegen, Netherlands, August 27th, 2011","Proceedings of the ITP 2011 Workshop on Mathematical Wikis (MathWikis-2011), Nijmegen, Netherlands, August 27th, 2011.",Mathematical Wikis 2011,"Christoph Lange, Josef Urban",Christoph Lange,2011/8/24,2011,2011/8/24 0:00,767,urn:nbn:de:0074-767-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-767.zip,?,MathWikis-2011 Mathematical Wikis,Vol-767,24-Aug-11,Mathematical Wikis,http://www.cs.ru.nl/mwitp/,Proceedings of the ITP 2011 Workshop on Mathematical Wikis,,
767,66960,66983,1,http://ceur-ws.org/Vol-768/,AFHA 2011,Proceedings of the 1st International Workshop on Automated Forensic Handwriting Analysis: A Satellite Workshop of ICDAR-2011,"Beijing, China, September 17-18, 2011","Proceedings of the 1st International Workshop on Automated Forensic Handwriting Analysis (AFHA-2011), Beijing, China, September 17-18, 2011.",Automated Forensic Handwriting Analysis 2011,"Marcus Liwicki, Michael Blumenstein, Bryan Found, Elisa van den Heuvel, Charles Berger, Reinoud Stoel","Muhammad Imran Malik, Marcus Liwicki",2011/8/25,2011,2011/8/25 0:00,768,urn:nbn:de:0074-768-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-768.zip,?,AFHA 2011 First International Workshop on Automated Forensic Handwriting Analysis,Vol-768,25-Aug-11,First International Workshop on Automated Forensic Handwriting Analysis,http://forensic.to/webhome/afha/,Proceedings of the 1st International Workshop on Automated Forensic Handwriting Analysis: A Satellite Workshop of ICDAR-2011,,
768,66934,66957,1,http://ceur-ws.org/Vol-769/,WITNESS-2011 Workshop on IT Innovations Enabling Seamless and Secure Supply Chains,Proceedings of the 1st Workshop on IT Innovations Enabling Seamless and Secure Supply Chains (WITNESS-2011),"Delft, The Netherlands, August 29, 2011","Proceedings of the 1st Workshop on IT Innovations Enabling Seamless and Secure Supply Chains (WITNESS-2011), Delft, The Netherlands, August 29, 2011.",IT Innovations Enabling Seamless and Secure Supply Chains 2011,"Sietse Overbeek, Yao-Hua Tan, Gerwin Zomer",Sietse Overbeek,2011/8/25,2011,2011/8/25 0:00,769,urn:nbn:de:0074-769-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-769.zip,?,WITNESS-2011 Workshop on IT Innovations Enabling Seamless and Secure Supply Chains,Vol-769,25-Aug-11,Workshop on IT Innovations Enabling Seamless and Secure Supply Chains,,Proceedings of the 1st Workshop on IT Innovations Enabling Seamless and Secure Supply Chains (WITNESS-2011),,
769,66908,66931,1,http://ceur-ws.org/Vol-770/,DCW-2011,Proceedings of the ECML/PKDD Discovery Challenge Workshop,"Athens, Greece, September 5, 2011","Proceedings of the ECML/PKDD Discovery Challenge Workshop (DCW-2011), Athens, Greece, September 5, 2011.",Discovery Challenge Workshop 2011,"Tom Šmuc, Nino Antonov-Fantulin, Mikołaj Morzy",Mikołaj Morzy,2011/8/30,2011,2011/8/30 0:00,770,urn:nbn:de:0074-770-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-770.zip,?,DCW-2011 ECML/PKDD Discovery Challenge 2011,Vol-770,30-Aug-11,ECML/PKDD Discovery Challenge 2011,http://lis.irb.hr/challenge/,Proceedings of the ECML/PKDD Discovery Challenge Workshop,,
770,66882,66905,1,http://ceur-ws.org/Vol-771/,DART-2011,Proceedings of the 5th International Workshop on New Challenges in Distributed Information Filtering and Retrieval,"Palermo, Italy, September 17, 2011","Proceedings of the 5th International Workshop on New Challenges in Distributed Information Filtering and Retrieval (DART-2011), Palermo, Italy, September 17, 2011.",New Challenges in Distributed Information Filtering and Retrieval 2011,"Cristian Lai, Giovanni Semeraro, Eloisa Vargiu",Eloisa Vargiu,2011/8/30,2011,2011/8/30 0:00,771,urn:nbn:de:0074-771-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-771.zip,?,DART-2011 New Challenges in Distributed Information Filtering and Retrieval,Vol-771,30-Aug-11,New Challenges in Distributed Information Filtering and Retrieval,http://www.diee.unica.it/dart2011/,Proceedings of the 5th International Workshop on New Challenges in Distributed Information Filtering and Retrieval,,
771,66856,66879,1,http://ceur-ws.org/Vol-772/,"MultiClust Workshop 2011 Discovering, Summarizing and Using Multiple Clusterings","Proceedings of the 2nd MultiClust Workshop: Discovering, Summarizing and Using Multiple Clusterings","Athens, Greece, September 5, 2011","Proceedings of the 2nd MultiClust Workshop: Discovering, Summarizing and Using Multiple Clusterings (MultiClust-2011), Athens, Greece, September 5, 2011.","Discovering, Summarizing and Using Multiple Clusterings 2011","Emmanuel Müller, Stephan Günnemann, Ira Assent, Thomas Seidl",Stephan Günnemann,2011/8/30,2011,2011/8/30 0:00,772,urn:nbn:de:0074-772-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-772.zip,?,"MultiClust Workshop 2011 Discovering, Summarizing and Using Multiple Clusterings",Vol-772,30-Aug-11,"Discovering, Summarizing and Using Multiple Clusterings",,"Proceedings of the 2nd MultiClust Workshop: Discovering, Summarizing and Using Multiple Clusterings",,
772,66830,66853,1,http://ceur-ws.org/Vol-773/,EFEPLE-2011,Proceedings of the 1st Workshop on Exploring Fitness and Evolvability of Personal Learning Environments,"La Clusaz, France, 30-31 March, 2011","Proceedings of the 1st Workshop on Exploring Fitness and Evolvability of Personal Learning Environments (EFEPLE-2001), La Clusaz, France, 30-31 March, 2011.",EFEPLE Workshop 2011,"Effie L-C Law, Felix Moedritscher, Martin Wolpers, Denis Gillet",Effie L-C Law,2011/8/31,2011,2011/8/31 0:00,773,urn:nbn:de:0074-773-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-773.zip,?,EFEPLE-2011 1st EFEPLE Workshop,Vol-773,31-Aug-11,1st EFEPLE Workshop,http://augur.wu-wien.ac.at/EFEPLE11/,Proceedings of the 1st Workshop on Exploring Fitness and Evolvability of Personal Learning Environments,,
773,66804,66827,1,http://ceur-ws.org/Vol-774/,CSWS2011,Proceedings of the 3rd Canadian Semantic Web Symposium (CSWS2011),"Vancouver, British Columbia, Canada, August 5, 2011","Proceedings of the 3rd Canadian Semantic Web Symposium (CSWS2011), Vancouver, British Columbia, Canada, August 5, 2011.",Canadian Semantic Web Symposium 2011,"Chris Baker, Helen Chen, Ebrahim Bagheri, Weichang Du",Helen Chen,2011/9/6,2011,2011/9/6 0:00,774,urn:nbn:de:0074-774-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-774.zip,?,CSWS2011 The 3rd Canadian Semantic Web Symposium,Vol-774,6-Sep-11,The 3rd Canadian Semantic Web Symposium,http://csws2011.uwaterloo.ca/,Proceedings of the 3rd Canadian Semantic Web Symposium (CSWS2011),,
774,66778,66801,1,http://ceur-ws.org/Vol-775/,MSW 2011,Proceedings of the 2nd International Workshop on the Multilingual Semantic Web,"Bonn, Germany, October 23, 2011","Proceedings of the 2nd International Workshop on the Multilingual Semantic Web (MSW 2011), Bonn, Germany, October 23, 2011.",Multilingual Semantic Web 2011,"Elena Montiel-Ponsoda, John McCrae, Paul Buitelaar, Philipp Cimiano",Elena Montiel-Ponsoda,2011/11/3,2011,2011/11/3 0:00,775,urn:nbn:de:0074-775-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-775.zip,?,MSW 2011 Multilingual Semantic Web 2011,Vol-775,3-Nov-11,Multilingual Semantic Web 2011,http://msw2.deri.ie/,Proceedings of the 2nd International Workshop on the Multilingual Semantic Web (MSW 2011),,
775,66751,66775,1,http://ceur-ws.org/Vol-776/,ONTOBRAS-MOST 2011,"Proceedings of Joint IV Seminar on Ontology Research in Brazil and VI International Workshop on Metamodels, Ontologies and Semantic Technologies","Gramado, Brazil, September 12-14, 2011","Proceedings of Joint IV Seminar on Ontology Research in Brazil and VI International Workshop on Metamodels, Ontologies and Semantic Technologies (ONTOBRAS-MOST 2011), Gramado, Brazil, September 12-14, 2011.","Ontology Research in Brazil & Metamodels, Ontologies and Semantic Technologies 2011","Renata Vieira, Giancarlo Guizzardi, Sandro Rama Fiorini",Sandro Rama Fiorini,2011/9/8,2011,2011/9/8 0:00,776,urn:nbn:de:0074-776-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-776.zip,?,"ONTOBRAS-MOST 2011 Joint IV Seminar on Ontology Research in Brazil and VI International Workshop on Metamodels, Ontologies and Semantic Technologies",Vol-776,7-Sep-11,"Joint IV Seminar on Ontology Research in Brazil and VI International Workshop on Metamodels, Ontologies and Semantic Technologies",http://www.inf.ufrgs.br/ontobras-most2011/?q=en,"Proceedings of Joint IV Seminar on Ontology Research in Brazil and VI International Workshop on Metamodels, Ontologies and Semantic Technologies",,
776,66725,66748,1,http://ceur-ws.org/Vol-777/,CollabViz 2011,Proceedings of the 1st International Workshop on Collaborative Usage and Development of Models and Visualizations held at ECSCW 2011,"Aarhus, Denmark, September 24, 2011","Proceedings of the 1st International Workshop on Collaborative Usage and Development of Models and Visualizations (CollabViz 2011), Aarhus, Denmark, September 24, 2011.",Collaborative Usage and Development of Models and Visualizations 2011,"Alexander Nolte, Michael Prilla, Stephan Lukosch, Gwendolyn Kolfschoten, Thomas Herrmann",Michael Prilla,2011/9/8,2011,2011/9/8 0:00,777,urn:nbn:de:0074-777-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-777.zip,?,CollabViz 2011 Collaborative Usage and Development of Models and Visualizations,Vol-777,7-Sep-11,Collaborative Usage and Development of Models and Visualizations,http://www.imtm-iaw.ruhr-uni-bochum.de/events/ecscw/index.html.en,Proceedings of the 1st International Workshop on Collaborative Usage and Development of Models and Visualizations held at ECSCW 2011,,
777,66692,66722,1,http://ceur-ws.org/Vol-778/,URSW 2011,Proceedings of the 7th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2011),"Bonn, Germany, October 23, 2011","Proceedings of the 7th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2011), Bonn, Germany, October 23, 2011.",Uncertainty Reasoning for the Semantic Web 2011,"Fernando Bobillo, Rommel Carvalho, Paulo C. G. da Costa, Claudia D'Amato,",Fernando Bobillo,2011/9/15,2011,2011/9/15 0:00,778,urn:nbn:de:0074-778-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-778.zip,?,URSW 2011 Uncertainty Reasoning for the Semantic Web - Volume 7,Vol-778,15-Sep-11,Uncertainty Reasoning for the Semantic Web - Volume 7,http://c4i.gmu.edu/ursw/2011,"Proceedings of the 7th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2011), collocated with the 10th International Semantic Web Conference (ISWC 2011)",,
778,66666,66689,1,http://ceur-ws.org/Vol-779/,DeRiVE 2011,"Proceedings of the Workhop on Detection, Representation, and Exploitation of Events in the Semantic Web (DeRiVE 2011)","Bonn, Germany, October 23, 2011","Proceedings of the Workshop on Detection, Representation, and Exploitation of Events in the Semantic Web (DeRiVE 2011), Bonn, Germany, October 23, 2011.","Detection, Representation, and Exploitation of Events in the Semantic Web 2011","Marieke van Erp, Willem Robert van Hage, Laura Hollink, Anthony Jameson, Raphaël Troncy",Marieke van Erp,2011/9/22,2011,2011/9/22 0:00,779,urn:nbn:de:0074-779-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-779.zip,?,"DeRiVE 2011 Detection, Representation, and Exploitation of Events in the Semantic Web",Vol-779,22-Sep-11,"Detection, Representation, and Exploitation of Events in the Semantic Web",http://semanticweb.cs.vu.nl/derive2011,"Proceedings of the Workhop on Detection, Representation, and Exploitation of Events in the Semantic Web (DeRiVE 2011)",,
779,66640,66663,1,http://ceur-ws.org/Vol-780/,CEMob2011,Proceedings of the Workshop on Cognitive Engineering for Mobile GIS,"Belfast, Maine, USA, September 12, 2011","Proceedings of the Workshop on Cognitive Engineering for Mobile GIS (CEMob2011), Belfast, Maine, USA, September 12, 2011.",Cognitive Engineering for Mobile GIS 2011,"Krzysztof Janowicz, Martin Raubal, Antonio Krüger, Carsten Keßler",Carsten Keßer,2011/9/23,2011,2011/9/23 0:00,780,urn:nbn:de:0074-780-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-780.zip,?,CEMob2011 Cognitive Engineering for Mobile GIS 2011,Vol-780,23-Sep-11,Cognitive Engineering for Mobile GIS 2011,http://psumobile.org/?q=content/workshop-cognitive-engineering-mobile-gis-2011,Proceedings of the Workshop on Cognitive Engineering for Mobile GIS,,
780,66614,66637,1,http://ceur-ws.org/Vol-781/,SPIM2011,Proceedings of the second Workshop on Semantic Personalized Information Management: Retrieval and Recommendation 2011,"Bonn, Germany, October 24, 2011","Proceedings of the second Workshop on Semantic Personalized Information Management: Retrieval and Recommendation (SPIM2011), Bonn, Germany, October 24, 2011.",Semantic Personalized Information Management: Retrieval and Recommendation 2011,"Marco de Gemmis, Ernesto William De Luca, Tommaso Di Noia, Aldo Gangemi, Michael Hausenblas, Pasquale Lops, Thomas Lukasiewicz, Till Plumbaum, Giovanni Semeraro",Pasquale Lops,2011/9/24,2011,2011/9/24 0:00,781,urn:nbn:de:0074-781-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-781.zip,?,SPIM2011 Semantic Personalized Information Management: Retrieval and Recommendation 2011,Vol-781,24-Sep-11,Semantic Personalized Information Management: Retrieval and Recommendation 2011,http://www.dai-labor.de/spim2011/,Proceedings of the second Workshop on Semantic Personalized Information Management: Retrieval and Recommendation 2011,,
781,66588,66611,1,http://ceur-ws.org/Vol-782/,COLD2011,Proceedings of the Second International Workshop on Consuming Linked Data (COLD2011),"Bonn, Germany, October 23, 2011","Proceedings of the 2nd International Workshop on Consuming Linked Data (COLD2011), Bonn, Germany, October 23, 2011.",Consuming Linked Data 2011,"Olaf Hartig, Andreas Harth, Juan Sequeda",Olaf Hartig,2011/9/27,2011,2011/9/27 0:00,782,urn:nbn:de:0074-782-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-782.zip,?,COLD2011 Consuming Linked Data 2011,Vol-782,27-Sep-11,Consuming Linked Data 2011,http://km.aifb.kit.edu/ws/cold2011/,Proceedings of the Second International Workshop on Consuming Linked Data (COLD2011),,
782,66562,66585,1,http://ceur-ws.org/Vol-783/,LISC2011,Proceedings of the First International Workshop on Linked Science 2011,"Bonn, Germany, October 24, 2011","Proceedings of the First International Workshop on Linked Science 2011 (LISC2011), Bonn, Germany, October 24, 2011.",Linked Science 2011,"Tomi Kauppinen, Line C. Pouchard, Carsten Keßler",Carsten Keßler,2011/9/30,2011,2011/9/30 0:00,783,urn:nbn:de:0074-783-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-783.zip,?,LISC2011 Linked Science 2011,Vol-783,30-Sep-11,Linked Science 2011,http://data.linkedscience.org/events/lisc2011,Proceedings of the First International Workshop on Linked Science 2011,,
