Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url
817,http://ceur-ws.org/Vol-811/,811,The RecSys 2011 Workshops - Decisions@RecSys 2011 and UCERSTI-2,The RecSys 2011 Workshops - Decisions@RecSys 2011 and UCERSTI-2: Human Decision Making in Recommender Systems User-Centric Evaluation of Recommender Systems and Their Interfaces - 2,the 5th ACM Conference on Recommender Systems,Joint proceedings of the RecSys 2011 Workshop on Human Decision Making in Recommender Systems (Decisions@RecSys'11) and User-Centric Evaluation of Recommender Systems and Their Interfaces-2 (UCERSTI 2) affiliated with the 5th ACM Conference on Recommender Systems,The RecSys 2011 Workshops - Decisions@RecSys 2011 and UCERSTI-2,The RecSys 2011 Workshops - Decisions@RecSys 2011 and UCERSTI-2: Human Decision Making in Recommender Systems User-Centric Evaluation of Recommender Systems and Their Interfaces - 2,"Joint proceedings of the RecSys 2011 Workshop on Human Decision Making in Recommender Systems (Decisions@RecSys'11) and User-Centric Evaluation of Recommender Systems and Their Interfaces-2 (UCERSTI 2), affiliated with the 5th ACM Conference on Recommender Systems, Chicago, USA, October 23th and 26th, 2011.",Joint proceedings of the RecSys 2011 Workshop on Human Decision Making in Recommender Systems (Decisions@RecSys'11) and User-Centric Evaluation of Recommender Systems and Their Interfaces-2 (UCERSTI 2) affiliated with the 5th ACM Conference on Recommender Systems,"Chicago, USA, October 23th and 26th, 2011",http://www.wikidata.org/entity/Q113656498,2nd Workshop on User-Centric Evaluation of Recommender Systems and Their Interfaces (UCERSTI 2011),http://ceur-ws.org/Vol-811/,UCERSTI 2011,United States of America,Chicago,2011/10/23 2:00,2011/10/26 2:00,,,,
818,http://ceur-ws.org/Vol-812/,812,The Shape of Things - SHAPES 1.0,SHAPES 1.0,,Proceedings of the First Interdisciplinary Workshop on SHAPES,The Shape Of Things 2011,SHAPES 1.0 The Shape Of Things 2011,"Proceedings of the First Interdisciplinary Workshop on SHAPES, Karlsruhe, Germany, September 27, 2011.",Proceedings of the First Interdisciplinary Workshop on SHAPES,"Karlsruhe, Germany, September 27, 2011",http://www.wikidata.org/entity/Q113656499,First Interdisciplinary Workshop on SHAPES,http://ceur-ws.org/Vol-812/,SHAPES 1.0,Germany,Karlsruhe,2011/9/27 2:00,2011/9/27 2:00,"Proceedings of the First Interdisciplinary Workshop on SHAPES, Karlsruhe, Germany, September 27, 2011.",812,2011,https://dblp.org/db/conf/shapes/shapes2011.html
819,http://ceur-ws.org/Vol-813/,813,Linked Data on the Web 2011,LDOW-2011,WWW 2011,WWW2011 Workshop on Linked Data on the Web,Linked Data on the Web 2011,LDOW-2011 Linked Data on the Web 2011,"Proceedings of the WWW2011 Workshop on Linked Data on the Web (LDOW 2011), Hyderabad, India, March 29, 2011.",WWW2011 Workshop on Linked Data on the Web,"Hyderabad, India, March 29, 2011",http://www.wikidata.org/entity/Q113656500,WWW2011 Workshop on Linked Data on the Web,http://ceur-ws.org/Vol-813/,LDOW-2011,India,Hyderabad,2011/3/29 2:00,2011/3/29 2:00,"WWW2011 Workshop on Linked Data on the Web, Hyderabad, India, March 29, 2011.",813,2011,https://dblp.org/db/conf/www/ldow2011.html
820,http://ceur-ws.org/Vol-814/,814,Ontology Matching 2011,OM-2011,,Proceedings of the 6th International Workshop on Ontology Matching (OM-2011),Ontology Matching 2011,OM-2011 Ontology Matching 2011,"Proceedings of the 6th International Workshop on Ontology Matching (OM-2011), Bonn, Germany, October 24, 2011.",Proceedings of the 6th International Workshop on Ontology Matching,"Bonn, Germany, October 24, 2011",http://www.wikidata.org/entity/Q113656502,6th International Workshop on Ontology Matching,http://ceur-ws.org/Vol-814/,OM-2011,Germany,Bonn,2011/10/24 2:00,2011/10/24 2:00,"Proceedings of the 6th International Workshop on Ontology Matching, Bonn, Germany, October 24, 2011.",814,2011,https://dblp.org/db/conf/semweb/om2011.html
821,http://ceur-ws.org/Vol-815/,815,Interop-Vlab.It Workshop 2011,INVIT2011,,Proceedings of the Fourth Interop-Vlab.It Workshop on Pervasive Computing for Networked Enterprises. Revised Papers,Interop-Vlab.It Workshop 2011,INVIT2011 Interop-Vlab.It Workshop 2011,"Proceedings of the 4th Interop-Vlab.It Workshop on Pervasive Computing for Networked Enterprises (INVIT2011), Rome, Italy, October 6 - 7, 2011.",Proceedings of the Fourth Interop-Vlab.It Workshop on Pervasive Computing for Networked Enterprises. Revised Papers,"Rome, Italy, October 6 - 7, 2011",http://www.wikidata.org/entity/Q113656503,Fourth Interop-Vlab.It Workshop on Pervasive Computing for Networked Enterprises. Revised Papers,http://ceur-ws.org/Vol-815/,INVIT2011,Italy,Rome,2011/10/6 2:00,2011/10/7 2:00,"Proceedings of the Fourth Interop-Vlab.It Workshop on Pervasive Computing for Networked Enterprises, INVIT 2011, Revised Papers, Rome, Italy, October 6 - 7, 2011.",815,2011,https://dblp.org/db/conf/invit/invit2011.html
822,http://ceur-ws.org/Vol-816/,816,Novelty and Diversity in Recommender Systems 2011,DiveRS 2011,RecSys 2011,"Proceedings of the Workshop on Novelty and Diversity in Recommender Systems (DiveRS 2011), at the 5th ACM International Conference on Recommender Systems (RecSys 2011)",ACM RecSys 2011 Workshop on Novelty and Diversity in Recommender Systems,DiveRS 2011 – ACM RecSys 2011 Workshop on Novelty and Diversity in Recommender Systems,"Proceedings of the Workshop on Novelty and Diversity in Recommender Systems (DiveRS 2011), Chicago, Illinois, USA, 23 October 2011.","Proceedings of the Workshop on Novelty and Diversity in Recommender Systems (DiveRS 2011), at the 5th ACM International Conference on Recommender Systems (RecSys 2011)","Chicago, Illinois, USA, 23 October 2011",http://www.wikidata.org/entity/Q113656505,Workshop on Novelty and Diversity in Recommender Systems (DiveRS 2011),http://ceur-ws.org/Vol-816/,DiveRS 2011,United States of America,Chicago,2011/10/23 2:00,2011/10/23 2:00,"Proceedings of the Workshop on Novelty and Diversity in Recommender Systems, DiveRS 2011, at the 5<sup>th</sup> ACM International Conference on Recommender Systems, RecSys 2011, Chicago, Illinois, USA, 23 October 2011.",816,2011,https://dblp.org/db/conf/recsys/divers2011.html
823,http://ceur-ws.org/Vol-817/,817,Data-Centric Interactions on the Web 2011,DCI 2011 Data-Centric Interactions on the Web,,Proceedings of the International Workshop on Data-Centric Interactions on the Web,Data-Centric Interactions on the Web,DCI 2011 Data-Centric Interactions on the Web,"Proceedings of the International Workshop on Data-Centric Interactions on the Web (DCI-2011), Lisbon, Portugal, Sep 6, 2011.",Proceedings of the International Workshop on Data-Centric Interactions on the Web,"Lisbon, Portugal, Sep 6, 2011",http://www.wikidata.org/entity/Q113656507,International Workshop on Data-Centric Interactions on the Web,http://ceur-ws.org/Vol-817/,DCI 2011,Portugal,Lisbon,2011/9/6 2:00,2011/9/6 2:00,"Proceedings of the International Workshop on Data-Centric Interactions on the Web, Lisbon, Portugal, Sep 6, 2011.",817,2011,https://dblp.org/db/conf/interact/dci2011.html
824,http://ceur-ws.org/Vol-818/,818,Bayesian Modeling Applications Workshop 2011,BMAW 2011,,Proceedings of the Eighth UAI Bayesian Modeling Applications Workshop (UAI-AW 2011),Bayesian Modeling Applications Workshop,BMAW 2011 Bayesian Modeling Applications Workshop,"Proceedings of the Eighth UAI Bayesian Modeling Applications Workshop (UAI-AW 2011), Barcelona, Spain, July 14, 2011.",Proceedings of the Eighth UAI Bayesian Modeling Applications Workshop,"Barcelona, Spain, 14th July, 2011",http://www.wikidata.org/entity/Q113656508,Eighth UAI Bayesian Modeling Applications Workshop,http://ceur-ws.org/Vol-818/,BMAW 2011,Spain,Barcelona,2011/7/14 2:00,2011/7/14 2:00,,,,
825,http://ceur-ws.org/Vol-819/,819,Science Gateways for Life Sciences 2011,IWSG-Life 2011,,Proceedings of the 3rd International Workshop on Science Gateways for Life Sciences,Science Gateways for Life Sciences 2011,IWSG-Life 2011 Science Gateways for Life Sciences 2011,"Proceedings of the 3rd International Workshop on Science Gateways for Life Sciences (IWSG-Life 2011), London, United Kingdom, June 8-10, 2011.",Proceedings of the 3rd International Workshop on Science Gateways for Life Sciences,"London, United Kingdom, June 8-10, 2011",,,,,,,,,"Proceedings of the 3rd International Workshop on Science Gateways for Life Sciences, London, United Kingdom, June 8-10, 2011.",819,2011,https://dblp.org/db/conf/iwsg/iwsg2011.html
826,http://ceur-ws.org/Vol-820/,820,BPM 2011 Demo Track,BPM-2011,proceedings of conference,Proceedings of the Demo Track of the Nineth Conference on Business Process Management 2011,Demo Track Papers,BPM-2011 Demo Track Papers,"Proceedings of the Demo Track of the 9th Conference on Business Process Management 2011 (BPM 2011), Clermont-Ferrand, France, August 31, 2011.",Proceedings of the Demo Track of the Nineth Conference on Business Process Management 2011,"Clermont-Ferrand, France, August 31st, 2011",,,,,,,,,"Proceedings of the Demo Track of the Nineth Conference on Business Process Management 2011, Clermont-Ferrand, France, August 31st, 2011.",820,2012,https://dblp.org/db/conf/bpm/bpmd2011.html
827,http://ceur-ws.org/Vol-821/,821,Industrial Automation Tool Integration for Engineering Project Automation 2011,iATPA-2011,,Proceedings of the Workshop on Industrial Automation Tool Integration for Engineering Project Automation,Workshop on Industrial Automation Tool Integration for Engineering Project Automation,iATPA-2011 Workshop on Industrial Automation Tool Integration for Engineering Project Automation,"Proceedings of the Workshop on Industrial Automation Tool Integration for Engineering Project Automation (iATPA-2011), Toulouse, France, Sep 9, 2011.",Proceedings of the Workshop on Industrial Automation Tool Integration for Engineering Project Automation,"Toulouse, France, Sep 9, 2011",http://www.wikidata.org/entity/Q113656511,Workshop on Industrial Automation Tool Integration for Engineering Project Automation,http://ceur-ws.org/Vol-821/,iATPA-2011,France,Toulouse,2011/9/9 2:00,2011/9/9 2:00,,,,
828,http://ceur-ws.org/Vol-822/,822,Knowledge Federation 2010,Knowledge Federation 2010 Self-Organizing Collective Mind,,Second International Workshop on Knowledge Federation,Self-Organizing Collective Mind,Knowledge Federation 2010 Self-Organizing Collective Mind,"Proceedings of the 2nd International Workshop on Knowledge Federation, Dubrovnik, Croatia, October 3-6, 2010.",Second International Workshop on Knowledge Federation,"Dubrovnik, Croatia, October 3-6, 2010",http://www.wikidata.org/entity/Q113656513,Second International Workshop on Knowledge Federation,http://ceur-ws.org/Vol-822/,Knowledge Federation 2010,Croatia,Dubrovnik,2010/10/3 2:00,2010/10/6 2:00,,,,
829,http://ceur-ws.org/Vol-823/,823,"Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques 2011",DAH'11,HT 2011,"Proceedings of the Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques",Dynamic and Adaptive Hypertext 2011,DAH'11 Dynamic and Adaptive Hypertext 2011,"Proceedings of the Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques (DAH'11), Eindhoven, The Netherlands, June 6, 2011.","Proceedings of the Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques","Eindhoven, The Netherlands, June 6, 2011",http://www.wikidata.org/entity/Q113656514,"Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques",http://ceur-ws.org/Vol-823/,DAH'11,Netherlands,Eindhoven,2011/6/6 2:00,2011/6/6 2:00,"Proceedings of the Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques, DAH@HT 2011, Eindhoven, The Netherlands, June 6, 2011.",823,2012,https://dblp.org/db/conf/ht/dah2011.html
830,http://ceur-ws.org/Vol-824/,824,Iberian Cross-Language Natural Language Processing Tasks 2011,ICL 2011,,Proceedings of the Workshop on Iberian Cross-Language Natural Language Processing Tasks,Iberian Cross-Language Natural Language Processing Tasks,ICL 2011 Iberian Cross-Language Natural Language Processing Tasks,"Proceedings of the Workshop on Iberian Cross-Language Natural Language Processing Tasks (ICL 2011), Huelva, Spain, September 7, 2011.",Proceedings of the Workshop on Iberian Cross-Language Natural Language Processing Tasks,"Huelva, Spain, September 7, 2011",http://www.wikidata.org/entity/Q113656515,Workshop on Iberian Cross-Language Natural Language Processing Tasks,http://ceur-ws.org/Vol-824/,ICL 2011,Spain,Huelva,2011/9/7 2:00,2011/9/7 2:00,,,,
831,http://ceur-ws.org/Vol-825/,825,Conference on Computer Science and its Applications 2011,CIIA-2011,proceedings of conference,Proceedings of the Third International Conference on Computer Science and its Applications (CIIA'11),Third International Conference on Computer Science and its Applications,CIIA-2011 Third International Conference on Computer Science and its Applications,"Proceedings of the Third International Conference on Computer Science and its Applications (CIIA'11) Saida, Algeria, December 13-15, 2011.",Proceedings of the Third International Conference on Computer Science and its Applications (CIIA'11),"Saida, Algeria, December 13-15, 2011",,,,,,,,,"Proceedings of the Third International Conference on Computer Science and its Applications (CIIA'11), Saida, Algeria, December 13-15, 2011.",825,2012,https://dblp.org/db/conf/ciia/ciia2011.html
832,http://ceur-ws.org/Vol-826/,826,Grid Workflow Workshop 2011,GWW2011,,Proceedings of the Grid Workflow Workshop 2011,Grid Workflow Workshop 2011,GWW2011 Grid Workflow Workshop 2011,"Proceedings of the Grid Workflow Workshop (GWW2011), Cologne, Germany, March 4, 2011.",Proceedings of the Grid Workflow Workshop 2011,"Cologne, Germany, March 4, 2011",http://www.wikidata.org/entity/Q113656517,Grid Workflow Workshop 2011,http://ceur-ws.org/Vol-826/,GWW2011,Germany,Cologne,2011/3/4 1:00,2011/3/4 1:00,,,,
833,http://ceur-ws.org/Vol-827/,827,Recent Advances in Petri Nets and Concurrency 2010,RAPNeC-2010,PETRI NETS 2010 ACSD 2010,Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010),Recent Advances in Petri Nets and Concurrency,RAPNeC-2010 Recent Advances in Petri Nets and Concurrency,"Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets  and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application  of Concurrency to System Design (ACSD 2010), Braga, Portugal, June, 2010.",Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010),"Braga, Portugal, June, 2010",http://www.wikidata.org/entity/Q113656720,International Workshop on Petri Nets and Software Engineering (PNSE 2010),http://ceur-ws.org/Vol-827/,PNSE 2010,Brazil,Braga,2010/6/12 2:00,2010/6/12 2:00,"Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010), Braga, Portugal, June, 2010.",827,2012,https://dblp.org/db/conf/acsd/acsd2010w.html
834,http://ceur-ws.org/Vol-827/,827,Recent Advances in Petri Nets and Concurrency 2010,RAPNeC-2010,PETRI NETS 2010 ACSD 2010,Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010),Recent Advances in Petri Nets and Concurrency,RAPNeC-2010 Recent Advances in Petri Nets and Concurrency,"Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets  and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application  of Concurrency to System Design (ACSD 2010), Braga, Portugal, June, 2010.",Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010),"Braga, Portugal, June, 2010",http://www.wikidata.org/entity/Q113656710,International Workshop on Scalable and Usable Model checking for Petri nets and Other models of concurrency (SUMo),http://ceur-ws.org/Vol-827/,SUMo 2010,Brazil,Braga,2010/6/12 2:00,2010/6/12 2:00,"Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010), Braga, Portugal, June, 2010.",827,2012,https://dblp.org/db/conf/acsd/acsd2010w.html
